"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Silene colorata","Silene","","colorata",NA,NA,"","","kew-2485538",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","colorata","","","Poir.","kew-2485538","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene dioica","Silene","","dioica",NA,NA,"","","kew-2488209",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","dioica","","","(L.) Clairv.","kew-2488209","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene flos-cuculi","Silene","","flos-cuculi",NA,NA,"","","kew-2485564",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","flos-cuculi","","","(L.) Greuter & Burdet","kew-2485564","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene gallica","Silene","","gallica",NA,NA,"","","kew-2488333",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","gallica","","","L.","kew-2488333","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene latifolia","Silene","","latifolia",NA,NA,"","","kew-2488689",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","latifolia","","","Poir.","kew-2488689","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene littorea","Silene","","littorea",NA,NA,"","","kew-2488908",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","littorea","","","Brot.","kew-2488908","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene adscendens","Silene","","adscendens",NA,NA,"","","kew-2485718",TRUE,"1.1","Synonym","Caryophyllaceae","Silene","","littorea","","","Brot.","kew-2488908","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene niceensis","Silene","","niceensis",NA,NA,"","","kew-2488474",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","nicaeensis","","","All.","kew-2488474","Accepted",TRUE,FALSE,FALSE,2020-04-30,"Species"
"Silene pendula","Silene","","pendula",NA,NA,"","","kew-2487258",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","pendula","","","L.","kew-2487258","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene ramosissima","Silene","","ramosissima",NA,NA,"","","kew-2487295",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","ramosissima","","","Desf.","kew-2487295","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene scabriflora","Silene","","scabriflora",NA,NA,"","","kew-2486882",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","scabriflora","","","Brot.","kew-2486882","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene secundiflora","Silene","","secundiflora",NA,NA,"","","kew-2486912",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","secundiflora","","","Otth","kew-2486912","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene vulgaris","Silene","","vulgaris",NA,NA,"","","kew-2487840",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","vulgaris","","","(Moench) Garcke","kew-2487840","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Silene uniflora","Silene","","uniflora",NA,NA,"","","kew-2487877",TRUE,"1.1","Accepted","Caryophyllaceae","Silene","","uniflora","","","Roth","kew-2487877","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Spergula arvensis","Spergula","","arvensis",NA,NA,"","","kew-2487413",TRUE,"1.1","Accepted","Caryophyllaceae","Spergula","","arvensis","","","L.","kew-2487413","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Spergularia media","Spergularia","","media",NA,NA,"","","kew-2487471",TRUE,"1.1","Accepted","Caryophyllaceae","Spergularia","","media","","","(L.) C.Presl","kew-2487471","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Spergularia rubra","Spergularia","","rubra",NA,NA,"","","kew-2482087",TRUE,"1.1","Accepted","Caryophyllaceae","Spergularia","","rubra","","","(L.) J.Presl & C.Presl","kew-2482087","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Stellaria graminea","Stellaria","","graminea",NA,NA,"","","kew-2482031",TRUE,"1.1","Accepted","Caryophyllaceae","Stellaria","","graminea","","","L.","kew-2482031","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Stellaria holostea","Stellaria","","holostea",NA,NA,"","","kew-2481934",TRUE,"1.1","Accepted","Caryophyllaceae","Stellaria","","holostea","","","L.","kew-2481934","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Stellaria media","Stellaria","","media",NA,NA,"","","kew-2481938",TRUE,"1.1","Accepted","Caryophyllaceae","Stellaria","","media","","","(L.) Vill.","kew-2481938","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Drosophyllum lusitanicum","Drosophyllum","","lusitanicum",NA,NA,"","","kew-332688",TRUE,"1.1","Accepted","Drosophyllaceae","Drosophyllum","","lusitanicum","","","(L.) Link","kew-332688","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Frankenia laevis","Frankenia","","laevis",NA,NA,"","","kew-2814219",TRUE,"1.1","Accepted","Frankeniaceae","Frankenia","","laevis","","","L.","kew-2814219","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Armeria pungens","Armeria","","pungens",NA,NA,"","","kew-2652699",TRUE,"1.1","Accepted","Plumbaginaceae","Armeria","","pungens","","","(Link) Hoffmanns. & Link","kew-2652699","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Armeria maritima","Armeria","","maritima",NA,NA,"","","kew-2652527",TRUE,"1.1","Accepted","Plumbaginaceae","Armeria","","maritima","","","(Mill.) Willd.","kew-2652527","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Limoniastrum monopetalum","Limoniastrum","","monopetalum",NA,NA,"","","kew-2495505",TRUE,"1.1","Accepted","Plumbaginaceae","Limoniastrum","","monopetalum","","","(L.) Boiss.","kew-2495505","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Limonium algarvense","Limonium","","algarvense",NA,NA,"","","kew-2495465",TRUE,"1.1","Unresolved","Plumbaginaceae","Limonium","","algarvense","","","Erben","kew-2495465","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Limonium bonducellii","Limonium","","bonducellii",NA,NA,"","","kew-2495532",TRUE,"1.1","Accepted","Plumbaginaceae","Limonium","","bonducellii","","","(T.Lestib.) Kuntze","kew-2495532","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Limonium sinuatum","Limonium","","sinuatum",NA,NA,"","","kew-2494945",TRUE,"1.1","Accepted","Plumbaginaceae","Limonium","","sinuatum","","","(L.) Mill.","kew-2494945","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cornus sanguinea","Cornus","","sanguinea",NA,NA,"","","kew-47495",TRUE,"1.1","Accepted","Cornaceae","Cornus","","sanguinea","","","L.","kew-47495","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Philadelphus coronarius","Philadelphus","","coronarius",NA,NA,"","","kew-2530174",TRUE,"1.1","Accepted","Hydrangeaceae","Philadelphus","","coronarius","","","L.","kew-2530174","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ecballium elaterium","Ecballium","","elaterium",NA,NA,"","","kew-2780660",TRUE,"1.1","Accepted","Cucurbitaceae","Ecballium","","elaterium","","","(L.) A.Rich.","kew-2780660","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Bryonia dioica","Bryonia","","dioica",NA,NA,"","","kew-2684380",TRUE,"1.1","Synonym","Cucurbitaceae","Bryonia","","cretica","subsp.","dioica","(Jacq.) Tutin","kew-2684370","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Viburnum tinus","Viburnum","","tinus",NA,NA,"","","kew-2458668",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","tinus","","","L.","kew-2458668","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Viburnum opulus","Viburnum","","opulus",NA,NA,"","","kew-2458547",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","opulus","","","L.","kew-2458547","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Centranthus ruber","Centranthus","","ruber",NA,NA,"","","kew-2709046",TRUE,"1.1","Accepted","Caprifoliaceae","Centranthus","","ruber","","","(L.) DC.","kew-2709046","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Fedia cornucopiae","Fedia","","cornucopiae",NA,NA,"","","kew-2807911",TRUE,"1.1","Accepted","Caprifoliaceae","Fedia","","cornucopiae","","","(L.) Gaertn.","kew-2807911","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lonicera japonica","Lonicera","","japonica",NA,NA,"","","kew-2339716",TRUE,"1.1","Accepted","Caprifoliaceae","Lonicera","","japonica","","","Thunb.","kew-2339716","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lonicera periclymenum","Lonicera","","periclymenum",NA,NA,"","","kew-2357110",TRUE,"1.1","Accepted","Caprifoliaceae","Lonicera","","periclymenum","","","L.","kew-2357110","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scabiosa atropurpurea","Scabiosa","","atropurpurea",NA,NA,"","","kew-2593568",TRUE,"1.1","Accepted","Caprifoliaceae","Scabiosa","","atropurpurea","","","L.","kew-2593568","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scabiosa columbaria","Scabiosa","","columbaria",NA,NA,"","","kew-2593679",TRUE,"1.1","Accepted","Caprifoliaceae","Scabiosa","","columbaria","","","L.","kew-2593679","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sambucus nigra","Sambucus","","nigra",NA,NA,"","","kew-2486519",TRUE,"1.1","Accepted","Adoxaceae","Sambucus","","nigra","","","L.","kew-2486519","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Succisa pratensis","Succisa","","pratensis",NA,NA,"","","kew-2593868",TRUE,"1.1","Accepted","Caprifoliaceae","Succisa","","pratensis","","","Moench","kew-2593868","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Valeriana officinalis","Valeriana","","officinalis",NA,NA,"","","kew-2464616",TRUE,"1.1","Accepted","Caprifoliaceae","Valeriana","","officinalis","","","L.","kew-2464616","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Arbutus unedo","Arbutus","","unedo",NA,NA,"","","kew-2646748",TRUE,"1.1","Accepted","Ericaceae","Arbutus","","unedo","","","L.","kew-2646748","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erica arborea","Erica","","arborea",NA,NA,"","","kew-2792636",TRUE,"1.1","Accepted","Ericaceae","Erica","","arborea","","","L.","kew-2792636","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erica australis","Erica","","australis",NA,NA,"","","kew-2792692",TRUE,"1.1","Accepted","Ericaceae","Erica","","australis","","","L.","kew-2792692","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erica scoparia","Erica","","scoparia",NA,NA,"","","kew-2794397",TRUE,"1.1","Accepted","Ericaceae","Erica","","scoparia","","","L.","kew-2794397","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erica umbellata","Erica","","umbellata",NA,NA,"","","kew-2794666",TRUE,"1.1","Accepted","Ericaceae","Erica","","umbellata","","","L.","kew-2794666","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erica andevalensis","Erica","","andevalensis",NA,NA,"","","kew-2792610",TRUE,"1.1","Synonym","Ericaceae","Erica","","mackaiana","subsp.","andevalensis","(Cabezudo & Rivera) D.C.McClint. & E.C.Nelson","kew-2793755","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Gaylussacia montana","Gaylussacia","","montana",NA,NA,"","","kew-2818406",TRUE,"1.1","Accepted","Ericaceae","Gaylussacia","","montana","","","(Pohl) Sleumer","kew-2818406","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rhododendron ferrugineum","Rhododendron","","ferrugineum",NA,NA,"","","kew-2419736",TRUE,"1.1","Accepted","Ericaceae","Rhododendron","","ferrugineum","","","L.","kew-2419736","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rhododendron japonicum","Rhododendron","","japonicum",NA,NA,"","","kew-2419468",TRUE,"1.1","Unresolved","Ericaceae","Rhododendron","","japonicum","","","C.K.Schneid.","kew-2419468","Unresolved",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Rhododendron luteum","Rhododendron","","luteum",NA,NA,"","","kew-2418058",TRUE,"1.1","Accepted","Ericaceae","Rhododendron","","luteum","","","Sweet","kew-2418058","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phlox pilosa","Phlox","","pilosa",NA,NA,"","","tro-25800424",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","pilosa","","","L.","tro-25800424","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phlox drummondii","Phlox","","drummondii",NA,NA,"","","kew-2567292",TRUE,"1.1","Accepted","Polemoniaceae","Phlox","","drummondii","","","Hook.","kew-2567292","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Androsace obtusifolia","Androsace","","obtusifolia",NA,NA,"","","kew-2637668",TRUE,"1.1","Accepted","Primulaceae","Androsace","","obtusifolia","","","All.","kew-2637668","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Androsace lanuginosa","Androsace","","lanuginosa",NA,NA,"","","kew-2637608",TRUE,"1.1","Accepted","Primulaceae","Androsace","","lanuginosa","","","Wall.","kew-2637608","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anagallis arvensis","Anagallis","","arvensis",NA,NA,"","","kew-2636008",TRUE,"1.1","Accepted","Primulaceae","Anagallis","","arvensis","","","L.","kew-2636008","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anagallis monelli","Anagallis","","monelli",NA,NA,"","","kew-2636090",TRUE,"1.1","Accepted","Primulaceae","Anagallis","","monelli","","","L.","kew-2636090","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anagallis tenella","Anagallis","","tenella",NA,NA,"","","kew-2636145",TRUE,"1.1","Accepted","Primulaceae","Anagallis","","tenella","","","(L.) L.","kew-2636145","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Camellia chrysantha","Camellia","","chrysantha",NA,NA,"","","kew-2694496",TRUE,"1.1","Accepted","Theaceae","Camellia","","chrysantha","","","(Hu) Tuyama","kew-2694496","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Camellia japonica","Camellia","","japonica",NA,NA,"","","kew-2694618",TRUE,"1.1","Accepted","Theaceae","Camellia","","japonica","","","L.","kew-2694618","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Coris monspeliensis","Coris","","monspeliensis",NA,NA,"","","kew-2737610",TRUE,"1.1","Accepted","Primulaceae","Coris","","monspeliensis","","","L.","kew-2737610","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cyclamen persicum","Cyclamen","","persicum",NA,NA,"","","kew-2749807",TRUE,"1.1","Accepted","Primulaceae","Cyclamen","","persicum","","","Mill.","kew-2749807","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Dionysia aretioides","Dionysia","","aretioides",NA,NA,"","","kew-2768932",TRUE,"1.1","Accepted","Primulaceae","Dionysia","","aretioides","","","(Lehm.) Boiss.","kew-2768932","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Dionysia revoluta","Dionysia","","revoluta",NA,NA,"","","kew-2768980",TRUE,"1.1","Accepted","Primulaceae","Dionysia","","revoluta","","","Boiss.","kew-2768980","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Dodecatheon meadia","Dodecatheon","","meadia",NA,NA,"","","kew-2773724",TRUE,"1.1","Accepted","Primulaceae","Dodecatheon","","meadia","","","L.","kew-2773724","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lysimachia americana","Lysimachia","","americana",NA,NA,"","","",FALSE,"1.1","","","Lysimachia","","americana",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Lysimachia clethroides","Lysimachia","","clethroides",NA,NA,"","","kew-2493128",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","clethroides","","","Duby","kew-2493128","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lysimachia europaea","Lysimachia","","europaea",NA,NA,"","","kew-2896575",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","europaea","","","(L.) U.Manns & Anderb.","kew-2896575","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lysimachia maritima","Lysimachia","","maritima",NA,NA,"","","kew-2492930",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","maritima","","","(L.) Galasso, Banfi & Soldano","kew-2492930","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lysimachia nemorum","Lysimachia","","nemorum",NA,NA,"","","kew-2493029",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","nemorum","","","L.","kew-2493029","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lysimachia nummularia","Lysimachia","","nummularia",NA,NA,"","","kew-2493033",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","nummularia","","","L.","kew-2493033","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lysimachia ciliata","Lysimachia","","ciliata",NA,NA,"","","kew-2493122",TRUE,"1.1","Accepted","Primulaceae","Lysimachia","","ciliata","","","L.","kew-2493122","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Primula beesiana","Primula","","beesiana",NA,NA,"","","tro-26401397",TRUE,"1.1","Accepted","Primulaceae","Primula","","beesiana","","","Forrest","tro-26401397","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Primula helodoxa","Primula","","helodoxa",NA,NA,"","","tro-26401408",TRUE,"1.1","Accepted","Primulaceae","Primula","","helodoxa","","","Balf. f.","tro-26401408","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Primula matthioli","Primula","","matthioli",NA,NA,"","","kew-2565286",TRUE,"1.1","Accepted","Primulaceae","Primula","","matthioli","","","(L.) K.Richt.","kew-2565286","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Primula veris","Primula","","veris",NA,NA,"","","kew-2563733",TRUE,"1.1","Accepted","Primulaceae","Primula","","veris","","","L.","kew-2563733","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Primula vulgaris","Primula","","vulgaris",NA,NA,"","","kew-2563766",TRUE,"1.1","Accepted","Primulaceae","Primula","","vulgaris","","","Huds.","kew-2563766","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Samolus valerandi","Samolus","","valerandi",NA,NA,"","","kew-2599143",TRUE,"1.1","Accepted","Primulaceae","Samolus","","valerandi","","","L.","kew-2599143","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Soldanella alpina","Soldanella","","alpina",NA,NA,"","","kew-2599168",TRUE,"1.1","Accepted","Primulaceae","Soldanella","","alpina","","","L.","kew-2599168","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Steironema heterophyllum","Steironema","","heterophyllum",NA,NA,"","","tro-26400430",TRUE,"1.1","Accepted","Primulaceae","Steironema","","heterophyllum","","","(Michx.) Raf. ex B.D. Jacks.","tro-26400430","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vitaliana primuliflora","Vitaliana","","primuliflora",NA,NA,"","","kew-2451628",TRUE,"1.1","Accepted","Primulaceae","Vitaliana","","primuliflora","","","Bertol.","kew-2451628","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Acacia dealbata","Acacia","","dealbata",NA,NA,"","","ild-389",TRUE,"1.1","Accepted","Leguminosae","Acacia","","dealbata","","","Link","ild-389","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Stylosanthes guianensis","Stylosanthes","","guianensis",NA,NA,"","","ild-2250",TRUE,"1.1","Accepted","Leguminosae","Stylosanthes","","guianensis","","","(Aubl.) Sw.","ild-2250","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chamaecrista ramosa","Chamaecrista","","ramosa",NA,NA,"","","ild-24479",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","ramosa","","","(Vogel) H.S.Irwin & Barneby","ild-24479","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chamaecrista cathartica","Chamaecrista","","cathartica",NA,NA,"","","ild-24398",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","cathartica","","","(Mart.) H.S.Irwin & Barneby","ild-24398","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chamaecrista flexuosa","Chamaecrista","","flexuosa",NA,NA,"","","ild-21662",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","flexuosa","","","(L.) Greene","ild-21662","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chamaecrista conferta","Chamaecrista","","conferta",NA,NA,"","","ild-24750",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","conferta","","","(Benth.) H.S.Irwin & Barneby","ild-24750","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chamaecrista desvauxii","Chamaecrista","","desvauxii",NA,NA,"","","ild-21660",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","desvauxii","","","(Collad.) Killip","ild-21660","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Chamaecrista ochnacea","Chamaecrista","","ochnacea",NA,NA,"","","ild-24734",TRUE,"1.1","Accepted","Leguminosae","Chamaecrista","","ochnacea","","","(Vogel) H.S.Irwin & Barneby","ild-24734","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pterocarpus marsupium","Pterocarpus","","marsupium",NA,NA,"","","ild-31229",TRUE,"1.1","Accepted","Leguminosae","Pterocarpus","","marsupium","","","Roxb.","ild-31229","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hymenaea sp","Hymenaea","","sp",NA,NA,"","","",FALSE,"1.1","","","Hymenaea","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Camptosema isopetalum","Camptosema","","isopetalum",NA,NA,"","","ild-11513",TRUE,"1.1","Accepted","Leguminosae","Camptosema","","isopetalum","","","(Lam.) Taub.","ild-11513","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Astragalus pelecinus","Astragalus","","pelecinus",NA,NA,"","","ild-7619",TRUE,"1.1","Accepted","Leguminosae","Astragalus","","pelecinus","","","(L.) Barneby","ild-7619","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Colutea atlantica","Colutea","","atlantica",NA,NA,"","","ild-7666",TRUE,"1.1","Accepted","Leguminosae","Colutea","","atlantica","","","Browicz","ild-7666","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cytisus balansae","Cytisus","","balansae",NA,NA,"","","ild-8349",TRUE,"1.1","Accepted","Leguminosae","Cytisus","","balansae","","","(Boiss.) Ball","ild-8349","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cytisus grandiflorus","Cytisus","","grandiflorus",NA,NA,"","","ild-31569",TRUE,"1.1","Accepted","Leguminosae","Cytisus","","grandiflorus","","","(Brot.) DC.","ild-31569","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cytisus multiflorus","Cytisus","","multiflorus",NA,NA,"","","ild-8771",TRUE,"1.1","Accepted","Leguminosae","Cytisus","","multiflorus","","","(L'Her.) Sweet","ild-8771","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Genista canariensis","Genista","","canariensis",NA,NA,"","","ild-31954",TRUE,"1.1","Accepted","Leguminosae","Genista","","canariensis","","","L.","ild-31954","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Genista cinerea","Genista","","cinerea",NA,NA,"","","ild-33423",TRUE,"1.1","Accepted","Leguminosae","Genista","","cinerea","","","(Vill.) DC.","ild-33423","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Genista hirsuta","Genista","","hirsuta",NA,NA,"","","ild-33514",TRUE,"1.1","Accepted","Leguminosae","Genista","","hirsuta","","","M.Vahl","ild-33514","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Genista linifolia","Genista","","linifolia",NA,NA,"","","ild-8402",TRUE,"1.1","Accepted","Leguminosae","Genista","","linifolia","","","L.","ild-8402","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Genista triacanthos","Genista","","triacanthos",NA,NA,"","","ild-8441",TRUE,"1.1","Accepted","Leguminosae","Genista","","triacanthos","","","Brot.","ild-8441","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Genista tridentata","Genista","","tridentata",NA,NA,"","","ild-8448",TRUE,"1.1","Accepted","Leguminosae","Genista","","tridentata","","","L.","ild-8448","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lupinus luteus","Lupinus","","luteus",NA,NA,"","","ild-8560",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","luteus","","","L.","ild-8560","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Retama sphaerocarpa","Retama","","sphaerocarpa",NA,NA,"","","ild-8469",TRUE,"1.1","Accepted","Leguminosae","Retama","","sphaerocarpa","","","(L.) Boiss.","ild-8469","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Retama monosperma","Retama","","monosperma",NA,NA,"","","ild-8461",TRUE,"1.1","Accepted","Leguminosae","Retama","","monosperma","","","(L.) Boiss.","ild-8461","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Spartium junceum","Spartium","","junceum",NA,NA,"","","ild-8471",TRUE,"1.1","Accepted","Leguminosae","Spartium","","junceum","","","L.","ild-8471","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ulex borgiae","Ulex","","borgiae",NA,NA,"","","ild-31945",TRUE,"1.1","Accepted","Leguminosae","Ulex","","borgiae","","","Rivas Mart.","ild-31945","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ulex europaeus","Ulex","","europaeus",NA,NA,"","","ild-8476",TRUE,"1.1","Accepted","Leguminosae","Ulex","","europaeus","","","L.","ild-8476","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ulex genistoides","Ulex","","genistoides",NA,NA,"","","ild-31694",TRUE,"1.1","Accepted","Leguminosae","Ulex","","genistoides","","","Brot.","ild-31694","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ulex parviflorus","Ulex","","parviflorus",NA,NA,"","","ild-8477",TRUE,"1.1","Accepted","Leguminosae","Ulex","","parviflorus","","","Pourr.","ild-8477","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Hedysarum coronarium","Hedysarum","","coronarium",NA,NA,"","","ild-5100",TRUE,"1.1","Accepted","Leguminosae","Hedysarum","","coronarium","","","L.","ild-5100","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Onobrychis humilis","Onobrychis","","humilis",NA,NA,"","","ild-37921",TRUE,"1.1","Accepted","Leguminosae","Onobrychis","","humilis","","","(Loefl.) G.Lopez","ild-37921","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
