"Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date","Tax_res"
"Anthyllis hamosa","Anthyllis","","hamosa",NA,NA,"","","ild-8580",TRUE,"1.1","Accepted","Leguminosae","Anthyllis","","hamosa","","","Desf.","ild-8580","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anthyllis vulneraria","Anthyllis","","vulneraria",NA,NA,"","","ild-7194",TRUE,"1.1","Accepted","Leguminosae","Anthyllis","","vulneraria","","","L.","ild-7194","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Coronilla valentina","Coronilla","","valentina",NA,NA,"","","ild-5157",TRUE,"1.1","Accepted","Leguminosae","Coronilla","","valentina","","","L.","ild-5157","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Dorycnium hirsutum","Dorycnium","","hirsutum",NA,NA,"","","ild-7216",TRUE,"1.1","Accepted","Leguminosae","Dorycnium","","hirsutum","","","(L.) Ser.","ild-7216","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lotus corniculatus","Lotus","","corniculatus",NA,NA,"","","ild-7260",TRUE,"1.1","Accepted","Leguminosae","Lotus","","corniculatus","","","L.","ild-7260","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lotus creticus","Lotus","","creticus",NA,NA,"","","ild-7262",TRUE,"1.1","Accepted","Leguminosae","Lotus","","creticus","","","L.","ild-7262","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lotus pedunculatus","Lotus","","pedunculatus",NA,NA,"","","ild-7307",TRUE,"1.1","Accepted","Leguminosae","Lotus","","pedunculatus","","","Cav.","ild-7307","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lotus tetragonolobus","Lotus","","tetragonolobus",NA,NA,"","","ild-7332",TRUE,"1.1","Accepted","Leguminosae","Lotus","","tetragonolobus","","","L.","ild-7332","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scorpiurus muricatus","Scorpiurus","","muricatus",NA,NA,"","","ild-5211",TRUE,"1.1","Accepted","Leguminosae","Scorpiurus","","muricatus","","","L.","ild-5211","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Scorpiurus vermiculatus","Scorpiurus","","vermiculatus",NA,NA,"","","ild-5215",TRUE,"1.1","Accepted","Leguminosae","Scorpiurus","","vermiculatus","","","L.","ild-5215","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mimosa alleniana","Mimosa","","alleniana",NA,NA,"","","ild-15933",TRUE,"1.1","Accepted","Leguminosae","Mimosa","","alleniana","","","Morong","ild-15933","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mimosa debilis","Mimosa","","debilis",NA,NA,"","","ild-20616",TRUE,"1.1","Accepted","Leguminosae","Mimosa","","debilis","","","Willd.","ild-20616","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Butea monosperma","Butea","","monosperma",NA,NA,"","","ild-30638",TRUE,"1.1","Accepted","Leguminosae","Butea","","monosperma","","","(Lam.) Taub.","ild-30638","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erythrina crista-galli","Erythrina","","crista-galli",NA,NA,"","","ild-2683",TRUE,"1.1","Accepted","Leguminosae","Erythrina","","crista-galli","","","L.","ild-2683","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Bituminaria bituminosa","Bituminaria","","bituminosa",NA,NA,"","","ild-7356",TRUE,"1.1","Accepted","Leguminosae","Bituminaria","","bituminosa","","","(L.) C.H.Stirt.","ild-7356","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erophaca baetica","Erophaca","","baetica",NA,NA,"","","ild-37443",TRUE,"1.1","Accepted","Leguminosae","Erophaca","","baetica","","","(L.) Boiss.","ild-37443","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Melilotus indicus","Melilotus","","indicus",NA,NA,"","","ild-31598",TRUE,"1.1","Accepted","Leguminosae","Melilotus","","indicus","","","(L.) All.","ild-31598","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Medicago marina","Medicago","","marina",NA,NA,"","","ild-8520",TRUE,"1.1","Accepted","Leguminosae","Medicago","","marina","","","L.","ild-8520","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Medicago sativa","Medicago","","sativa",NA,NA,"","","ild-8536",TRUE,"1.1","Accepted","Leguminosae","Medicago","","sativa","","","L.","ild-8536","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ononis mitissima","Ononis","","mitissima",NA,NA,"","","ild-7957",TRUE,"1.1","Accepted","Leguminosae","Ononis","","mitissima","","","L.","ild-7957","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ononis natrix","Ononis","","natrix",NA,NA,"","","ild-7958",TRUE,"1.1","Accepted","Leguminosae","Ononis","","natrix","","","L.","ild-7958","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ononis pubescens","Ononis","","pubescens",NA,NA,"","","ild-7987",TRUE,"1.1","Accepted","Leguminosae","Ononis","","pubescens","","","L.","ild-7987","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ononis spinosa","Ononis","","spinosa",NA,NA,"","","ild-29429",TRUE,"1.1","Accepted","Leguminosae","Ononis","","spinosa","","","L.","ild-29429","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ononis viscosa","Ononis","","viscosa",NA,NA,"","","ild-8004",TRUE,"1.1","Accepted","Leguminosae","Ononis","","viscosa","","","L.","ild-8004","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium angustifolium","Trifolium","","angustifolium",NA,NA,"","","ild-8043",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","angustifolium","","","L.","ild-8043","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium campestre","Trifolium","","campestre",NA,NA,"","","ild-8057",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","campestre","","","Schreb.","ild-8057","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium fragiferum","Trifolium","","fragiferum",NA,NA,"","","ild-8079",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","fragiferum","","","L.","ild-8079","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium repens","Trifolium","","repens",NA,NA,"","","ild-8135",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","repens","","","L.","ild-8135","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium scabrum","Trifolium","","scabrum",NA,NA,"","","ild-8143",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","scabrum","","","L.","ild-8143","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium stellatum","Trifolium","","stellatum",NA,NA,"","","ild-8157",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","stellatum","","","L.","ild-8157","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Trifolium subterraneum","Trifolium","","subterraneum",NA,NA,"","","ild-8165",TRUE,"1.1","Accepted","Leguminosae","Trifolium","","subterraneum","","","L.","ild-8165","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lathyrus cicera","Lathyrus","","cicera",NA,NA,"","","ild-7747",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","cicera","","","L.","ild-7747","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lathyrus clymenum","Lathyrus","","clymenum",NA,NA,"","","ild-7748",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","clymenum","","","L.","ild-7748","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lathyrus ochrus","Lathyrus","","ochrus",NA,NA,"","","ild-7771",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","ochrus","","","(L.) DC.","ild-7771","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lathyrus sphaericus","Lathyrus","","sphaericus",NA,NA,"","","ild-7779",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","sphaericus","","","Retz.","ild-7779","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lathyrus tingitanus","Lathyrus","","tingitanus",NA,NA,"","","ild-7781",TRUE,"1.1","Accepted","Leguminosae","Lathyrus","","tingitanus","","","L.","ild-7781","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lupinus angustifolius","Lupinus","","angustifolius",NA,NA,"","","ild-8552",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","angustifolius","","","L.","ild-8552","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lupinus coriaceus","Lupinus","","coriaceus",NA,NA,"","","ild-20810",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","coriaceus","","","Benth.","ild-20810","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lupinus micranthus","Lupinus","","micranthus",NA,NA,"","","ild-8561",TRUE,"1.1","Accepted","Leguminosae","Lupinus","","micranthus","","","Guss.","ild-8561","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia benghalensis","Vicia","","benghalensis",NA,NA,"","","ild-7803",TRUE,"1.1","Accepted","Leguminosae","Vicia","","benghalensis","","","L.","ild-7803","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia cracca","Vicia","","cracca",NA,NA,"","","ild-9103",TRUE,"1.1","Accepted","Leguminosae","Vicia","","cracca","","","L.","ild-9103","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia faba","Vicia","","faba",NA,NA,"","","ild-7811",TRUE,"1.1","Accepted","Leguminosae","Vicia","","faba","","","L.","ild-7811","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia hybrida","Vicia","","hybrida",NA,NA,"","","ild-7816",TRUE,"1.1","Accepted","Leguminosae","Vicia","","hybrida","","","L.","ild-7816","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia lutea","Vicia","","lutea",NA,NA,"","","ild-7826",TRUE,"1.1","Accepted","Leguminosae","Vicia","","lutea","","","L.","ild-7826","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia sativa","Vicia","","sativa",NA,NA,"","","ild-7851",TRUE,"1.1","Accepted","Leguminosae","Vicia","","sativa","","","L.","ild-7851","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vicia villosa","Vicia","","villosa",NA,NA,"","","ild-7874",TRUE,"1.1","Accepted","Leguminosae","Vicia","","villosa","","","Roth","ild-7874","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Polygala celosioides","Polygala","","celosioides",NA,NA,"","","tro-50176455",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","celosioides","","","A.W. Benn.","tro-50176455","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Polygala apparicioi","Polygala","","apparicioi",NA,NA,"","","kew-2566518",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","apparicioi","","","Brade","kew-2566518","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Polygala subtilis","Polygala","","subtilis",NA,NA,"","","kew-2572038",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","subtilis","","","Kunth","kew-2572038","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Polygala cneorum","Polygala","","cneorum",NA,NA,"","","tro-50176490",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","cneorum","","","A. St.-Hil. & Moq.","tro-50176490","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Polygala glochidata","Polygala","","glochidata",NA,NA,"","","kew-2573016",TRUE,"1.1","Accepted","Polygalaceae","Polygala","","glochidiata","","","Kunth","kew-2573016","Accepted",TRUE,FALSE,FALSE,2020-04-30,"Species"
"Allamanda cathartica","Allamanda","","cathartica",NA,NA,"","","kew-6157",TRUE,"1.1","Accepted","Apocynaceae","Allamanda","","cathartica","","","L.","kew-6157","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Carissa macrocarpa","Carissa","","macrocarpa",NA,NA,"","","kew-34192",TRUE,"1.1","Accepted","Apocynaceae","Carissa","","macrocarpa","","","(Eckl.) A.DC.","kew-34192","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Nerium oleander","Nerium","","oleander",NA,NA,"","","kew-135196",TRUE,"1.1","Accepted","Apocynaceae","Nerium","","oleander","","","L.","kew-135196","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mandevilla tenuifolia","Mandevilla","","tenuifolia",NA,NA,"","","kew-119381",TRUE,"1.1","Accepted","Apocynaceae","Mandevilla","","tenuifolia","","","(J.C.Mikan) Woodson","kew-119381","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Prestonia sp","Prestonia","","sp",NA,NA,"","","",FALSE,"1.1","","","Prestonia","","sp",NA,"","","","",FALSE,FALSE,FALSE,2020-04-30,"Genus"
"Schubertia grandiflora","Schubertia","","grandiflora",NA,NA,"","","kew-2474024",TRUE,"1.1","Accepted","Apocynaceae","Schubertia","","grandiflora","","","Mart.","kew-2474024","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Temnadenia violacea","Temnadenia","","violacea",NA,NA,"","","kew-202278",TRUE,"1.1","Accepted","Apocynaceae","Temnadenia","","violacea","","","(Vell.) Miers","kew-202278","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vinca major","Vinca","","major",NA,NA,"","","kew-213165",TRUE,"1.1","Accepted","Apocynaceae","Vinca","","major","","","L.","kew-213165","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Vinca difformis","Vinca","","difformis",NA,NA,"","","kew-213148",TRUE,"1.1","Accepted","Apocynaceae","Vinca","","difformis","","","Pourr.","kew-213148","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Centaurium pulchellum","Centaurium","","pulchellum",NA,NA,"","","kew-2708736",TRUE,"1.1","Accepted","Gentianaceae","Centaurium","","pulchellum","","","(Sw.) Druce","kew-2708736","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Centaurium erythraea","Centaurium","","erythraea",NA,NA,"","","kew-2708639",TRUE,"1.1","Accepted","Gentianaceae","Centaurium","","erythraea","","","Rafn","kew-2708639","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Centaurium grandiflorum","Centaurium","","grandiflorum",NA,NA,"","","kew-2708676",TRUE,"1.1","Synonym","Gentianaceae","Centaurium","","erythraea","subsp.","grandiflorum","(Pers.) Melderis","kew-2708648","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Centaurium tenuiflorum","Centaurium","","tenuiflorum",NA,NA,"","","kew-2708783",TRUE,"1.1","Accepted","Gentianaceae","Centaurium","","tenuiflorum","","","(Hoffmanns. & Link) Fritsch","kew-2708783","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Centaurium maritimum","Centaurium","","maritimum",NA,NA,"","","kew-2708704",TRUE,"1.1","Accepted","Gentianaceae","Centaurium","","maritimum","","","(L.) Fritsch","kew-2708704","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Blackstonia perfoliata","Blackstonia","","perfoliata",NA,NA,"","","kew-2676920",TRUE,"1.1","Accepted","Gentianaceae","Blackstonia","","perfoliata","","","(L.) Huds.","kew-2676920","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Irlbachia pedunculata","Irlbachia","","pedunculata",NA,NA,"","","kew-2866741",TRUE,"1.1","Accepted","Gentianaceae","Irlbachia","","pedunculata","","","(Cham. & Schltdl.) Maas","kew-2866741","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Spigelia aceifolia","Spigelia","","aceifolia",NA,NA,"","","tro-19000205",TRUE,"1.1","Accepted","Loganiaceae","Spigelia","","aceifolia","","","Woodson","tro-19000205","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Asperula hirsuta","Asperula","","hirsuta",NA,NA,"","","kew-16890",TRUE,"1.1","Accepted","Rubiaceae","Asperula","","hirsuta","","","Desf.","kew-16890","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Cruciata laevipes","Cruciata","","laevipes",NA,NA,"","","kew-51752",TRUE,"1.1","Accepted","Rubiaceae","Cruciata","","laevipes","","","Opiz","kew-51752","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Declieuxia fruticosa","Declieuxia","","fruticosa",NA,NA,"","","kew-56782",TRUE,"1.1","Accepted","Rubiaceae","Declieuxia","","fruticosa","","","(Willd. ex Roem. & Schult.) Kuntze","kew-56782","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Declieuxia passerina","Declieuxia","","passerina",NA,NA,"","","kew-56816",TRUE,"1.1","Accepted","Rubiaceae","Declieuxia","","passerina","","","Mart. & Zucc. ex Schult. & Schult.f.","kew-56816","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Galium aparine","Galium","","aparine",NA,NA,"","","kew-85676",TRUE,"1.1","Accepted","Rubiaceae","Galium","","aparine","","","L.","kew-85676","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Galianthe peruviana","Galianthe","","peruviana",NA,NA,"","","kew-85542",TRUE,"1.1","Accepted","Rubiaceae","Galianthe","","peruviana","","","(Pers.) E.L.Cabral","kew-85542","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Galium verum","Galium","","verum",NA,NA,"","","kew-87863",TRUE,"1.1","Accepted","Rubiaceae","Galium","","verum","","","L.","kew-87863","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Mussaenda hirsutissima","Mussaenda","","hirsutissima",NA,NA,"","","kew-130427",TRUE,"1.1","Accepted","Rubiaceae","Mussaenda","","hirsutissima","","","(Hook.f.) Hutch. ex Gamble","kew-130427","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Putoria calabrica","Putoria","","calabrica",NA,NA,"","","kew-170996",TRUE,"1.1","Synonym","Rubiaceae","Plocama","","calabrica","","","(L.f.) M.Backlund & Thulin","kew-347971","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Sherardia arvensis","Sherardia","","arvensis",NA,NA,"","","kew-190927",TRUE,"1.1","Accepted","Rubiaceae","Sherardia","","arvensis","","","L.","kew-190927","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Spermacoce capitata","Spermacoce","","capitata",NA,NA,"","","kew-193449",TRUE,"1.1","Accepted","Rubiaceae","Spermacoce","","capitata","","","Ruiz & Pav.","kew-193449","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erodium cicutarium","Erodium","","cicutarium",NA,NA,"","","kew-2798183",TRUE,"1.1","Accepted","Geraniaceae","Erodium","","cicutarium","","","(L.) L'Hér.","kew-2798183","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erodium laciniatum","Erodium","","laciniatum",NA,NA,"","","kew-2798298",TRUE,"1.1","Accepted","Geraniaceae","Erodium","","laciniatum","","","(Cav.) Willd.","kew-2798298","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erodium malacoides","Erodium","","malacoides",NA,NA,"","","kew-2798326",TRUE,"1.1","Accepted","Geraniaceae","Erodium","","malacoides","","","(L.) L'Hér.","kew-2798326","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Erodium moschatum","Erodium","","moschatum",NA,NA,"","","kew-2798354",TRUE,"1.1","Accepted","Geraniaceae","Erodium","","moschatum","","","(L.) L'Hér.","kew-2798354","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Geranium molle","Geranium","","molle",NA,NA,"","","kew-2823621",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","molle","","","L.","kew-2823621","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Geranium purpureum","Geranium","","purpureum",NA,NA,"","","kew-2823884",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","purpureum","","","Vill.","kew-2823884","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Geranium rotundifolium","Geranium","","rotundifolium",NA,NA,"","","kew-2823982",TRUE,"1.1","Accepted","Geraniaceae","Geranium","","rotundifolium","","","L.","kew-2823982","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pelargonium zonale","Pelargonium","","zonale",NA,NA,"","","kew-2533854",TRUE,"1.1","Accepted","Geraniaceae","Pelargonium","","zonale","","","(L.) L'Hér. ex Aiton","kew-2533854","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Thunbergia alata","Thunbergia","","alata",NA,NA,"","","kew-2436501",TRUE,"1.1","Accepted","Acanthaceae","Thunbergia","","alata","","","Bojer ex Sims","kew-2436501","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Thunbergia grandiflora","Thunbergia","","grandiflora",NA,NA,"","","kew-2436154",TRUE,"1.1","Accepted","Acanthaceae","Thunbergia","","grandiflora","","","(Roxb. ex Rottl.) Roxb.","kew-2436154","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Anemopaegma chamberlaynii","Anemopaegma","","chamberlaynii",NA,NA,"","","kew-319137",TRUE,"1.1","Accepted","Bignoniaceae","Anemopaegma","","chamberlaynii","","","(Sims) Bureau & K.Schum.","kew-319137","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Amphilophium elongatum","Amphilophium","","elongatum",NA,NA,"","","kew-320945",TRUE,"1.1","Accepted","Bignoniaceae","Amphilophium","","elongatum","","","(Vahl) L.G.Lohmann","kew-320945","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Campsis radicans","Campsis","","radicans",NA,NA,"","","kew-320348",TRUE,"1.1","Accepted","Bignoniaceae","Campsis","","radicans","","","(L.) Seem.","kew-320348","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Catalpa bignonioides","Catalpa","","bignonioides",NA,NA,"","","kew-320352",TRUE,"1.1","Accepted","Bignoniaceae","Catalpa","","bignonioides","","","Walter","kew-320352","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Incarvillea delavayi","Incarvillea","","delavayi",NA,NA,"","","kew-317213",TRUE,"1.1","Accepted","Bignoniaceae","Incarvillea","","delavayi","","","Bureau & Franch.","kew-317213","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Jacaranda paucifoliolata","Jacaranda","","paucifoliolata",NA,NA,"","","tro-3700297",TRUE,"1.1","Accepted","Bignoniaceae","Jacaranda","","paucifoliolata","","","Mart. ex A. DC.","tro-3700297","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Pyrostegia venusta","Pyrostegia","","venusta",NA,NA,"","","kew-317830",TRUE,"1.1","Accepted","Bignoniaceae","Pyrostegia","","venusta","","","(Ker Gawl.) Miers","kew-317830","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Handroanthus chrysanthus","Handroanthus","","chrysanthus",NA,NA,"","","kew-347059",TRUE,"1.1","Accepted","Bignoniaceae","Handroanthus","","chrysanthus","","","(Jacq.) S.O.Grose","kew-347059","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Achimenes erecta","Achimenes","","erecta",NA,NA,"","","kew-2617298",TRUE,"1.1","Accepted","Gesneriaceae","Achimenes","","erecta","","","(Lam.) H.P.Fuchs","kew-2617298","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Achimenes cettoana","Achimenes","","cettoana",NA,NA,"","","kew-2617283",TRUE,"1.1","Accepted","Gesneriaceae","Achimenes","","cettoana","","","H.E.Moore","kew-2617283","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Codonoboea malayana","Codonoboea","","malayana",NA,NA,"","","kew-2903482",TRUE,"1.1","Accepted","Gesneriaceae","Codonoboea","","malayana","","","(Hook.f.) Kiew","kew-2903482","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Microchirita micromusa","Microchirita","","micromusa",NA,NA,"","","kew-2904635",TRUE,"1.1","Accepted","Gesneriaceae","Microchirita","","micromusa","","","(B.L.Burtt) A.Weber & D.J.Middleton","kew-2904635","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Kohleria hirsuta","Kohleria","","hirsuta",NA,NA,"","","kew-2336308",TRUE,"1.1","Accepted","Gesneriaceae","Kohleria","","hirsuta","","","(Kunth) Regel","kew-2336308","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Ajuga iva","Ajuga","","iva",NA,NA,"","","kew-5293",TRUE,"1.1","Accepted","Lamiaceae","Ajuga","","iva","","","(L.) Schreb.","kew-5293","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Clinopodium nepeta","Clinopodium","","nepeta",NA,NA,"","","kew-43618",TRUE,"1.1","Accepted","Lamiaceae","Clinopodium","","nepeta","","","(L.) Kuntze","kew-43618","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lamium amplexicaule","Lamium","","amplexicaule",NA,NA,"","","kew-107386",TRUE,"1.1","Accepted","Lamiaceae","Lamium","","amplexicaule","","","L.","kew-107386","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lavandula dentata","Lavandula","","dentata",NA,NA,"","","kew-109005",TRUE,"1.1","Accepted","Lamiaceae","Lavandula","","dentata","","","L.","kew-109005","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lavandula multifida","Lavandula","","multifida",NA,NA,"","","kew-109049",TRUE,"1.1","Accepted","Lamiaceae","Lavandula","","multifida","","","L.","kew-109049","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lavandula pedunculata","Lavandula","","pedunculata",NA,NA,"","","kew-109059",TRUE,"1.1","Accepted","Lamiaceae","Lavandula","","pedunculata","","","(Mill.) Cav.","kew-109059","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Lavandula stoechas","Lavandula","","stoechas",NA,NA,"","","kew-109094",TRUE,"1.1","Accepted","Lamiaceae","Lavandula","","stoechas","","","L.","kew-109094","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phlomis lychnitis","Phlomis","","lychnitis",NA,NA,"","","kew-152303",TRUE,"1.1","Accepted","Lamiaceae","Phlomis","","lychnitis","","","L.","kew-152303","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Phlomis purpurea","Phlomis","","purpurea",NA,NA,"","","kew-152390",TRUE,"1.1","Accepted","Lamiaceae","Phlomis","","purpurea","","","L.","kew-152390","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Marrubium vulgare","Marrubium","","vulgare",NA,NA,"","","kew-120952",TRUE,"1.1","Accepted","Lamiaceae","Marrubium","","vulgare","","","L.","kew-120952","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Micromeria graeca","Micromeria","","graeca",NA,NA,"","","kew-127235",TRUE,"1.1","Accepted","Lamiaceae","Micromeria","","graeca","","","(L.) Benth. ex Rchb.","kew-127235","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
"Prunella vulgaris","Prunella","","vulgaris",NA,NA,"","","kew-166020",TRUE,"1.1","Accepted","Lamiaceae","Prunella","","vulgaris","","","L.","kew-166020","Accepted",FALSE,FALSE,FALSE,2020-04-30,"Species"
