"","SORTER","Submitted_Name","Submitted_Author","Submitted_Genus","Submitted_Rank","Name_in_database","Author_in_database","Genus_in_database","Rank_in_database","ID_in_database","Name_set","Fuzzy","Score","name.dist","author.dist","New_name","New_author","New_ID","Family","Name_spLev","Accepted_SPNAME","NOTE"
"1289",566,"Ulex parviflorus","","Ulex",2,"Ulex parviflorus"," Pourr.","Ulex",2,172016,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Ulex parviflorus",NA
"581",567,"Hedysarum coronarium","","Hedysarum",2,"Hedysarum coronarium","L.","Hedysarum",2,766690,1,FALSE,0.8,0,NA,"Sulla coronaria","(L.) Medik.",185505,"Fabaceae",NA,"Sulla coronaria",NA
"859",568,"Onobrychis humilis","","Onobrychis",2,"Onobrychis humilis"," (Loefl.) G.López","Onobrychis",2,185637,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Onobrychis humilis",NA
"16",569,"Acmispon americanum","","Acmispon",2,"Acmispon americanum","(Nutt.) Rydb.","Acmispon",2,180602,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Acmispon americanum",NA
"17",570,"Acmispon brachycarpus","","Acmispon",2,"Acmispon brachycarpus","(Benth.) D.D.Sokoloff","Acmispon",2,180613,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Acmispon brachycarpus",NA
"18",571,"Acmispon glaber","","Acmispon",2,"Acmispon glaber","(Vogel) Brouillet","Acmispon",2,180621,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Acmispon glaber",NA
"1356",572,"Acmispon junceus biolettii","","Acmispon",2,"Acmispon junceus var. biolettii","(Greene) Brouillet","Acmispon",3,180631,1,FALSE,0.55,5,NA,NA,NA,NA,"Fabaceae",NA,"Acmispon junceus",NA
"68",573,"Anthyllis hamosa","","Anthyllis",2,"Anthyllis hamosa","Desf.","Anthyllis",2,756962,1,FALSE,0.8,0,NA,"Hymenocarpos hamosus","(Desf.) Lassen",180380,"Fabaceae",NA,"Hymenocarpos hamosus",NA
"69",574,"Anthyllis vulneraria","","Anthyllis",2,"Anthyllis vulneraria"," L.","Anthyllis",2,180323,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Anthyllis vulneraria",NA
"321",575,"Coronilla valentina","","Coronilla",2,"Coronilla valentina"," L.","Coronilla",2,180219,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Coronilla valentina",NA
"395",576,"Dorycnium hirsutum","","Dorycnium",2,"Dorycnium hirsutum","(L.) Ser.","Dorycnium",2,757294,1,FALSE,0.8,0,NA,"Lotus hirsutus","L.",180484,"Fabaceae",NA,"Lotus hirsutus",NA
"720",577,"Lotus corniculatus","","Lotus",2,"Lotus corniculatus"," L.","Lotus",2,180420,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lotus corniculatus",NA
"721",578,"Lotus creticus","","Lotus",2,"Lotus creticus","L.","Lotus",2,180442,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lotus creticus",NA
"722",579,"Lotus pedunculatus","","Lotus",2,"Lotus pedunculatus","Cav.","Lotus",2,180526,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lotus pedunculatus",NA
"723",580,"Lotus tetragonolobus","","Lotus",2,"Lotus tetragonolobus"," L.","Lotus",2,180558,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lotus tetragonolobus",NA
"1110",581,"Scorpiurus muricatus","","Scorpiurus",2,"Scorpiurus muricatus","L.","Scorpiurus",2,180242,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Scorpiurus muricatus",NA
"1111",582,"Scorpiurus vermiculatus","","Scorpiurus",2,"Scorpiurus vermiculatus","L.","Scorpiurus",2,180243,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Scorpiurus vermiculatus",NA
"803",583,"Mimosa alleniana","","Mimosa",2,"Mimosa alleniana","Morong","Mimosa",2,165182,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Mimosa alleniana",NA
"804",584,"Mimosa debilis","","Mimosa",2,"Mimosa debilis","Humb. &  Bonpl. ex Willd.","Mimosa",2,165343,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Mimosa debilis",NA
"160",585,"Butea monosperma","","Butea",2,"Butea monosperma","(Lam.) Kuntze","Butea",2,178300,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Butea monosperma",NA
"490",586,"Erythrina crista-galli","","Erythrina",2,"Erythrina crista-galli","L.","Erythrina",2,179026,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Erythrina crista-galli",NA
"138",587,"Bituminaria bituminosa","","Bituminaria",2,"Bituminaria bituminosa"," (L.) Stirt.","Bituminaria",2,179988,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Bituminaria bituminosa",NA
"607",588,"Hoita macrostachya","","Hoita",2,"Hoita macrostachya","(DC.) Rydb.","Hoita",2,179998,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Hoita macrostachya",NA
"608",589,"Hoita strobilina","","Hoita",2,"Hoita strobilina","(Hook. &  Arn.) Rydb.","Hoita",2,180000,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Hoita strobilina",NA
"1069",590,"Rupertia physodes","","Rupertia",2,"Rupertia physodes","(Douglas ex Hook.) J.W.Grimes","Rupertia",2,179904,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Rupertia physodes",NA
"474",591,"Erophaca baetica","","Erophaca",2,"Erophaca baetica","(L.) Boiss. (L.) Boiss.","Erophaca",2,184515,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Erophaca baetica",NA
"791",592,"Melilotus indicus","","Melilotus",2,"Melilotus indicus","(L.) All.","Melilotus",2,187352,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Melilotus indicus",NA
"788",593,"Medicago marina","","Medicago",2,"Medicago marina","L.","Medicago",2,187410,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Medicago marina",NA
"789",594,"Medicago sativa","","Medicago",2,"Medicago sativa"," L.","Medicago",2,187452,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Medicago sativa",NA
"861",595,"Ononis mitissima","","Ononis",2,"Ononis mitissima","L.","Ononis",2,187145,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Ononis mitissima",NA
"862",596,"Ononis natrix","","Ononis",2,"Ononis natrix"," L.","Ononis",2,187147,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Ononis natrix",NA
"863",597,"Ononis pubescens","","Ononis",2,"Ononis pubescens","L.","Ononis",2,187168,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Ononis pubescens",NA
"864",598,"Ononis spinosa","","Ononis",2,"Ononis spinosa"," L.","Ononis",2,187184,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Ononis spinosa",NA
"866",599,"Ononis viscosa","","Ononis",2,"Ononis viscosa"," L.","Ononis",2,187211,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Ononis viscosa",NA
"1254",600,"Trifolium albopurpureum","","Trifolium",2,"Trifolium albopurpureum","Torr. &  A.Gray","Trifolium",2,186103,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium albopurpureum",NA
"1256",601,"Trifolium angustifolium","","Trifolium",2,"Trifolium angustifolium","L.","Trifolium",2,186126,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium angustifolium",NA
"1257",602,"Trifolium campestre","","Trifolium",2,"Trifolium campestre","Schreb.","Trifolium",2,186168,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium campestre",NA
"1259",603,"Trifolium fragiferum","","Trifolium",2,"Trifolium fragiferum","L.","Trifolium",2,186228,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium fragiferum",NA
"1260",604,"Trifolium fucatum","","Trifolium",2,"Trifolium fucatum","Lindl.","Trifolium",2,186232,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium fucatum",NA
"1261",605,"Trifolium gracilentum","","Trifolium",2,"Trifolium gracilentum","Torr. &  A.Gray","Trifolium",2,186242,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium gracilentum",NA
"1262",606,"Trifolium repens","","Trifolium",2,"Trifolium repens","L.","Trifolium",2,186416,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium repens",NA
"1264",607,"Trifolium scabrum","","Trifolium",2,"Trifolium scabrum","L.","Trifolium",2,186440,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium scabrum",NA
"1266",608,"Trifolium stellatum","","Trifolium",2,"Trifolium stellatum","L.","Trifolium",2,186459,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium stellatum",NA
"1267",609,"Trifolium subterraneum","","Trifolium",2,"Trifolium subterraneum"," L.","Trifolium",2,186466,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium subterraneum",NA
"1268",610,"Trifolium willdenovii","","Trifolium",2,"Trifolium willdenovii","Spreng.","Trifolium",2,186500,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Trifolium willdenovii",NA
"658",611,"Lathyrus cicera","","Lathyrus",2,"Lathyrus cicera","L.","Lathyrus",2,186850,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lathyrus cicera",NA
"659",612,"Lathyrus clymenum","","Lathyrus",2,"Lathyrus clymenum","L.","Lathyrus",2,186856,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lathyrus clymenum",NA
"660",613,"Lathyrus ochrus","","Lathyrus",2,"Lathyrus ochrus","(L.) DC.","Lathyrus",2,186980,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lathyrus ochrus",NA
"663",614,"Lathyrus sphaericus","","Lathyrus",2,"Lathyrus sphaericus","Retz.","Lathyrus",2,187036,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lathyrus sphaericus",NA
"664",615,"Lathyrus tingitanus","","Lathyrus",2,"Lathyrus tingitanus","L.","Lathyrus",2,187048,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lathyrus tingitanus",NA
"1370",616,"Lupinus albifrons collinus","","Lupinus",2,"Lupinus albifrons var. collinus","Greene","Lupinus",3,170800,1,FALSE,0.55,5,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus albifrons",NA
"726",617,"Lupinus angustifolius","","Lupinus",2,"Lupinus angustifolius","L.","Lupinus",2,170832,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus angustifolius",NA
"727",618,"Lupinus arboreus","","Lupinus",2,"Lupinus arboreus","Sims","Lupinus",2,170838,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus arboreus",NA
"728",619,"Lupinus bicolor","","Lupinus",2,"Lupinus bicolor","(Merino) Rothm.","Lupinus",2,741604,1,FALSE,0.8,0,NA,"Lupinus gredensis","Gand.",171093,"Fabaceae",NA,"Lupinus gredensis",NA
"729",620,"Lupinus chamissonis","","Lupinus",2,"Lupinus chamissonis","Eschsch.","Lupinus",2,170960,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus chamissonis",NA
"730",621,"Lupinus coriaceus","","Lupinus",2,"Lupinus coriaceus","Benth.","Lupinus",2,170990,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus coriaceus",NA
"731",622,"Lupinus latifolius","","Lupinus",2,"Lupinus latifolius"," Lindl. ex J.Agardh","Lupinus",2,171165,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus latifolius",NA
"732",623,"Lupinus lepidus","","Lupinus",2,"Lupinus lepidus","Douglas ex Lindl.","Lupinus",2,171179,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus lepidus",NA
"733",624,"Lupinus luteus","","Lupinus",2,"Lupinus luteus","L.","Lupinus",2,171201,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus luteus",NA
"1371",625,"Lupinus microcarpus densiflorus","","Lupinus",2,"Lupinus microcarpus var. densiflorus","(Benth.) Jeps.","Lupinus",3,741512,1,FALSE,0.55,5,NA,"Lupinus densiflorus","Benth.",171019,"Fabaceae",NA,"Lupinus densiflorus",NA
"734",626,"Lupinus succulentus","","Lupinus",2,"Lupinus succulentus","Douglas ex W.D.J.Koch","Lupinus",2,171474,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Lupinus succulentus",NA
"1312",627,"Vicia benghalensis","","Vicia",2,"Vicia benghalensis"," L.","Vicia",2,186532,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia benghalensis",NA
"1313",628,"Vicia cracca","","Vicia",2,"Vicia cracca","L.","Vicia",2,186563,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia cracca",NA
"1315",629,"Vicia faba","","Vicia",2,"Vicia faba","L.","Vicia",2,186587,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia faba",NA
"1318",630,"Vicia hybrida","","Vicia",2,"Vicia hybrida","L.","Vicia",2,186617,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia hybrida",NA
"1320",631,"Vicia lutea","","Vicia",2,"Vicia lutea"," L.","Vicia",2,186656,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia lutea",NA
"1322",632,"Vicia sativa","","Vicia",2,"Vicia sativa"," L.","Vicia",2,186744,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia sativa",NA
"1323",633,"Vicia villosa","","Vicia",2,"Vicia villosa"," Roth","Vicia",2,186799,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Vicia villosa",NA
"961",634,"Pickeringia montana","","Pickeringia",2,"Pickeringia montana","Nutt. ex Torr. &  A.Gray","Pickeringia",2,168251,1,FALSE,0.8,0,NA,NA,NA,NA,"Fabaceae",NA,"Pickeringia montana",NA
"968",635,"Polygala celosioides","","Polygala",2,"Polygala celosioides","Mart. ex A.W.Benn.","Polygala",2,187867,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Polygala celosioides",NA
"967",636,"Polygala apparicioi","","Polygala",2,"Polygala apparicioi","Brade","Polygala",2,187777,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Polygala apparicioi",NA
"971",637,"Polygala subtilis","","Polygala",2,"Polygala subtilis","Kunth","Polygala",2,188402,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Polygala subtilis",NA
"969",638,"Polygala cneorum","","Polygala",2,"Polygala cneorum","A.St.-Hil.","Polygala",2,187874,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Polygala cneorum",NA
"970",639,"Polygala glochidiata","","Polygala",2,"Polygala glochidiata","Kunth","Polygala",2,187988,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Polygala glochidiata",NA
"1029",640,"Rhinotropis californica","","Rhinotropis",2,"Rhinotropis californica","(Nutt.) J.R.Abbott","Rhinotropis",2,187702,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Rhinotropis californica",NA
"1030",641,"Rhinotropis cornuta","","Rhinotropis",2,"Rhinotropis cornuta","(Kellogg) J.R.Abbott","Rhinotropis",2,187703,1,FALSE,0.8,0,NA,NA,NA,NA,"Polygalaceae",NA,"Rhinotropis cornuta",NA
"539",642,"Garrya elliptica","","Garrya",2,"Garrya elliptica","Douglas ex Lindl.","Garrya",2,284008,1,FALSE,0.8,0,NA,NA,NA,NA,"Garryaceae",NA,"Garrya elliptica",NA
"29",643,"Allamanda cathartica","","Allamanda",2,"Allamanda cathartica","L.","Allamanda",2,303274,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Allamanda cathartica",NA
"73",644,"Apocynum cannabinum","","Apocynum",2,"Apocynum cannabinum","L.","Apocynum",2,304188,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Apocynum cannabinum",NA
"95",645,"Asclepias eriocarpa","","Asclepias",2,"Asclepias eriocarpa","Benth.","Asclepias",2,307362,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Asclepias eriocarpa",NA
"97",646,"Asclepias fascicularis","","Asclepias",2,"Asclepias fascicularis","Decne.","Asclepias",2,307369,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Asclepias fascicularis",NA
"98",647,"Asclepias speciosa","","Asclepias",2,"Asclepias speciosa","Torr.","Asclepias",2,307477,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Asclepias speciosa",NA
"99",648,"Asclepias vestita","","Asclepias",2,"Asclepias vestita"," Hook. &  Arn.","Asclepias",2,307501,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Asclepias vestita",NA
"210",649,"Carissa macrocarpa","","Carissa",2,"Carissa macrocarpa","(Eckl.) A.DC.","Carissa",2,303364,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Carissa macrocarpa",NA
"835",650,"Nerium oleander","","Nerium",2,"Nerium oleander"," L.","Nerium",2,303431,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Nerium oleander",NA
"776",651,"Mandevilla tenuifolia","","Mandevilla",2,"Mandevilla tenuifolia","(J.C.Mikan) Woodson","Mandevilla",2,304101,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Mandevilla tenuifolia",NA
"5",652,"Prestonia","","Prestonia",1,"Prestonia",NA,"Prestonia",1,NA,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Prestonia","Matching only genus level"
"1106",653,"Schubertia grandiflora","","Schubertia",2,"Schubertia grandiflora","Mart. ex Zucc.","Schubertia",2,307995,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Schubertia grandiflora",NA
"1233",654,"Temnadenia violacea","","Temnadenia",2,"Temnadenia violacea","(Vell.) Miers","Temnadenia",2,303874,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Temnadenia violacea",NA
"1328",655,"Vinca major","","Vinca",2,"Vinca major"," L.","Vinca",2,302595,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Vinca major",NA
"1327",656,"Vinca difformis","","Vinca",2,"Vinca difformis"," Pourr.","Vinca",2,302589,1,FALSE,0.8,0,NA,NA,NA,NA,"Apocynaceae",NA,"Vinca difformis",NA
"236",657,"Centaurium pulchellum","","Centaurium",2,"Centaurium pulchellum"," (Sw.) Druce","Centaurium",2,299914,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium pulchellum",NA
"233",658,"Centaurium erythraea","","Centaurium",2,"Centaurium erythraea"," Rafn","Centaurium",2,299892,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium erythraea",NA
"234",659,"Centaurium grandiflorum","","Centaurium",2,"Centaurium grandiflorum"," Druce","Centaurium",2,299903,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium grandiflorum",NA
"238",660,"Centaurium tenuiflorum","","Centaurium",2,"Centaurium tenuiflorum"," (Hoffmanns. &  Link) Fritsch","Centaurium",2,299931,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium tenuiflorum",NA
"235",661,"Centaurium maritimum","","Centaurium",2,"Centaurium maritimum","(L.) Fritsch","Centaurium",2,299911,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Centaurium maritimum",NA
"139",662,"Blackstonia perfoliata","","Blackstonia",2,"Blackstonia perfoliata"," (L.) Huds.","Blackstonia",2,299872,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Blackstonia perfoliata",NA
"635",663,"Irlbachia pedunculata","","Irlbachia",2,"Irlbachia pedunculata","(Cham. & Schltdl.) Maas","Irlbachia",2,990591,1,FALSE,0.8,0,NA,"Calolisianthus pedunculatus","(Cham. &  Schltdl.) Gilg",301603,"Gentianaceae",NA,"Calolisianthus pedunculatus",NA
"1375",664,"Triodanis perfoliata biflora","","Triodanis",2,"Triodanis perfoliata var. biflora","(Ruiz & Pav.) T. R. Bradley","Triodanis",3,1089853,1,FALSE,0.55,5,NA,"Triodanis perfoliata ssp. biflora","(Ruiz & Pav.) Lammers",353464,"Campanulaceae",NA,"Triodanis perfoliata","Multiple results"
"1355",665,"Zeltnera davyi","","Zeltnera",2,"Zeltnera davyi","(Jeps.) G.Mans.","Zeltnera",2,299955,1,FALSE,0.8,0,NA,NA,NA,NA,"Gentianaceae",NA,"Zeltnera davyi",NA
"1204",666,"Spigelia aceifolia","","Spigelia",2,"Spigelia aceifolia","Woodson","Spigelia",2,302051,1,FALSE,0.8,0,NA,NA,NA,NA,"Loganiaceae",NA,"Spigelia aceifolia",NA
"100",667,"Asperula hirsuta","","Asperula",2,"Asperula hirsuta","Desf.","Asperula",2,290439,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Asperula hirsuta",NA
"333",668,"Cruciata laevipes","","Cruciata",2,"Cruciata laevipes"," Opiz","Cruciata",2,291468,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Cruciata laevipes",NA
"364",669,"Declieuxia fruticosa","","Declieuxia",2,"Declieuxia fruticosa","(Roem. &  Schult.) Kuntze","Declieuxia",2,285259,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Declieuxia fruticosa",NA
"365",670,"Declieuxia passerina","","Declieuxia",2,"Declieuxia passerina","Mart. &  Zucc. ex Schult. &  Schult.","Declieuxia",2,285271,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Declieuxia passerina",NA
"534",671,"Galium aparine","","Galium",2,"Galium aparine","L.","Galium",2,290646,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium aparine",NA
"535",672,"Galium porrigens","","Galium",2,"Galium porrigens","Dempster","Galium",2,291203,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium porrigens",NA
"533",673,"Galianthe peruviana","","Galianthe",2,"Galianthe peruviana","(Pers.) E.L.Cabral","Galianthe",2,292304,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galianthe peruviana",NA
"536",674,"Galium verum","","Galium",2,"Galium verum"," L.","Galium",2,291403,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Galium verum",NA
"816",675,"Mussaenda hirsutissima","","Mussaenda",2,"Mussaenda hirsutissima","(Hook.fil.) Hutch. ex Gamble","Mussaenda",2,295600,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Mussaenda hirsutissima",NA
"1001",676,"Putoria calabrica","","Putoria",2,"Putoria calabrica","(L. fil.) DC.","Putoria",2,971893,1,FALSE,0.8,0,NA,"Plocama calabrica","(L.fil.) M.Backlund & Thulin",290149,"Rubiaceae",NA,"Plocama calabrica",NA
"1136",677,"Sherardia arvensis","","Sherardia",2,"Sherardia arvensis","L.","Sherardia",2,290592,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Sherardia arvensis",NA
"1201",678,"Spermacoce capitata","","Spermacoce",2,"Spermacoce capitata","Ruiz & Pav.","Spermacoce",2,292410,1,FALSE,0.8,0,NA,NA,NA,NA,"Rubiaceae",NA,"Spermacoce capitata",NA
"470",679,"Erodium cicutarium","","Erodium",2,"Erodium cicutarium"," (L.) L´Hér.","Erodium",2,207348,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Erodium cicutarium",NA
"471",680,"Erodium laciniatum","","Erodium",2,"Erodium laciniatum","(Cav.) Willd.","Erodium",2,207385,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Erodium laciniatum",NA
"472",681,"Erodium malacoides","","Erodium",2,"Erodium malacoides"," (L.) L´Hér.","Erodium",2,207392,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Erodium malacoides",NA
"473",682,"Erodium moschatum","","Erodium",2,"Erodium moschatum","(L.) L´Hér.","Erodium",2,207403,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Erodium moschatum",NA
"554",683,"Geranium molle","","Geranium",2,"Geranium molle","L.","Geranium",2,207103,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium molle",NA
"556",684,"Geranium purpureum","","Geranium",2,"Geranium purpureum","Vill.","Geranium",2,207174,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium purpureum",NA
"557",685,"Geranium rotundifolium","","Geranium",2,"Geranium rotundifolium","L.","Geranium",2,207199,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Geranium rotundifolium",NA
"917",686,"Pelargonium zonale","","Pelargonium",2,"Pelargonium zonale","(L.) L´Hér.[ex Sol.]","Pelargonium",2,207817,1,FALSE,0.8,0,NA,NA,NA,NA,"Geraniaceae",NA,"Pelargonium zonale",NA
"645",687,"Justicia californica","","Justicia",2,"Justicia californica","(Benth.) D.N.Gibson","Justicia",2,338414,1,FALSE,0.8,0,NA,NA,NA,NA,"Acanthaceae",NA,"Justicia californica",NA
"1238",688,"Thunbergia alata","","Thunbergia",2,"Thunbergia alata","Bojer ex Sims","Thunbergia",2,335694,1,FALSE,0.8,0,NA,NA,NA,NA,"Acanthaceae",NA,"Thunbergia alata",NA
"1239",689,"Thunbergia grandiflora","","Thunbergia",2,"Thunbergia grandiflora","(Roxb. ex Rottler) Roxb.","Thunbergia",2,335753,1,FALSE,0.8,0,NA,NA,NA,NA,"Acanthaceae",NA,"Thunbergia grandiflora",NA
"62",690,"Anemopaegma chamberlaynii","","Anemopaegma",2,"Anemopaegma chamberlaynii","(Sims) Bureau & K.Schum.","Anemopaegma",2,335271,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Anemopaegma chamberlaynii",NA
"47",691,"Amphilophium elongatum","","Amphilophium",2,"Amphilophium elongatum","(Vahl) L.G.Lohmann","Amphilophium",2,335213,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Amphilophium elongatum",NA
"200",692,"Campsis radicans","","Campsis",2,"Campsis radicans","(L.) Seem.","Campsis",2,334582,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Campsis radicans",NA
"224",693,"Catalpa bignonioides","","Catalpa",2,"Catalpa bignonioides","Walter","Catalpa",2,335022,1,FALSE,0.8,0,NA,NA,NA,NA,"Bignoniaceae",NA,"Catalpa bignonioides",NA
