Major lineage,Order,Family,Tribe,Species (names WFO),Species (names WFO)2,Anthocyanins,Aurones,Carotenoids,Chlorophylls, N_pigments
Eudicotyledoneae,Dipsacales,Viburnaceae,,Viburnum_tinus,Viburnum tinus,0,0,0,0,0
Eudicotyledoneae,Dipsacales,Viburnaceae,,Viburnum_opulus,Viburnum opulus,0,NA,0,NA,NA
Eudicotyledoneae,Dipsacales,Viburnaceae,,Sambucus_caerulea,Sambucus caerulea,0,0,0,0,0
Eudicotyledoneae,Dipsacales,Viburnaceae,,Sambucus_racemosa,Sambucus racemosa,0,0,0,1,1
Eudicotyledoneae,Ericales,Ericaceae,,Arbutus_unedo,Arbutus unedo,0,0,0,1,1
Eudicotyledoneae,Ericales,Ericaceae,,Arbutus_menziesii,Arbutus menziesii,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Arctostaphylos_imbricata,Arctostaphylos imbricata,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Arctostaphylos_nummularia,Arctostaphylos nummularia,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Arctostaphylos_pajaroensis,Arctostaphylos pajaroensis,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Arctostaphylos_tomentosa_crustacea,Arctostaphylos tomentosa crustacea,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Comarostaphylis_diversifolia_planifolia,Comarostaphylis diversifolia planifolia,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Erica_andevalensis,Erica andevalensis,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Erica_arborea,Erica arborea,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Erica_australis,Erica australis,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Erica_scoparia,Erica scoparia,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Erica_umbellata,Erica umbellata,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Gaylussacia_montana,Gaylussacia montana,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Rhododendron_columbianum,Rhododendron columbianum,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Rhododendron_ferrugineum,Rhododendron ferrugineum,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Rhododendron_japonicum,Rhododendron japonicum,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Rhododendron_luteum,Rhododendron luteum,0,0,1,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Rhododendron_macrophyllum,Rhododendron macrophyllum,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Rhododendron_occidentale,Rhododendron occidentale,0,0,0,0,0
Eudicotyledoneae,Ericales,Ericaceae,,Sarcodes_sanguinea,Sarcodes sanguinea,1,0,0,0,1
Eudicotyledoneae,Ericales,Ericaceae,,Vaccinium_ovatum,Vaccinium ovatum,1,0,0,0,1
Eudicotyledoneae,Ericales,Polemoniaceae,,Eriastrum_densifolium,Eriastrum densifolium,1,0,0,0,1
Eudicotyledoneae,Ericales,Polemoniaceae,,Gilia_achilleifolia,Gilia achilleifolia,1,0,0,0,1
Eudicotyledoneae,Ericales,Polemoniaceae,,Leptosiphon_ambiguus,Leptosiphon ambiguus,1,0,0,0,1
Eudicotyledoneae,Ericales,Polemoniaceae,,Leptosiphon_androsaceus,Leptosiphon androsaceus,1,0,1,0,2
Eudicotyledoneae,Ericales,Polemoniaceae,,Linanthus_californicus,Linanthus californicus,1,0,0,0,1
Eudicotyledoneae,Ericales,Polemoniaceae,,﻿Navarretia_leptalea,﻿Navarretia leptalea,1,0,0,0,1
Eudicotyledoneae,Ericales,Polemoniaceae,,Phlox_ pilosa,Phlox  pilosa,1,NA,NA,NA,NA
Eudicotyledoneae,Ericales,Polemoniaceae,,Phlox_drummondii,Phlox drummondii,1,NA,NA,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Androsace_obtusifolia,Androsace obtusifolia,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Androsace_lanuginosa,Androsace lanuginosa,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Coris_monspeliensis,Coris monspeliensis,1,0,0,0,1
Eudicotyledoneae,Ericales,Primulaceae,,Cyclamen_persicum,Cyclamen persicum,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Dionysia_aretioides ,Dionysia aretioides ,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Dionysia_revoluta,Dionysia revoluta,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Dodecatheon_meadia ,Dodecatheon meadia ,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_arvensis,Lysimachia arvensis,1,0,0,0,1
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_ciliata,Lysimachia ciliata,0,NA,1,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_clethroides,Lysimachia clethroides,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_europaea,Lysimachia europaea,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_latifolia,Lysimachia latifolia,1,0,0,0,1
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_maritima,Lysimachia maritima,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_ monellii,Lysimachia  monellii,1,0,0,0,1
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_nemorum,Lysimachia nemorum,0,NA,1,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_nummularia,Lysimachia nummularia,0,NA,1,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Lysimachia_tenella,Lysimachia tenella,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Primula_baileyana,Primula baileyana,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Primula_clevelandii,Primula clevelandii,1,0,1,0,2
Eudicotyledoneae,Ericales,Primulaceae,,Primula_helodoxa,Primula helodoxa,0,NA,1,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Primula_hendersonii,Primula hendersonii,1,0,0,0,1
Eudicotyledoneae,Ericales,Primulaceae,,Primula_matthioli,Primula matthioli,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Primula_veris,Primula veris,0,NA,1,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Primula_vulgaris,Primula vulgaris,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Samolus_valerandi,Samolus valerandi,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Soldanella_alpina,Soldanella alpina,1,NA,0,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Steironema_heterophyllum,Steironema heterophyllum,0,NA,1,NA,NA
Eudicotyledoneae,Ericales,Primulaceae,,Vitaliana_primuliflora ,Vitaliana primuliflora ,0,NA,0,NA,NA
Eudicotyledoneae,Ericales,Styracaceae,,Styrax redivivus,Styrax redivivus,0,0,0,0,0
Eudicotyledoneae,Ericales,Theaceae,,Camellia_petelotii,Camellia petelotii,NA,NA,1,NA,NA
Eudicotyledoneae,Ericales,Theaceae,,Camellia_japonica,Camellia japonica,1,NA,NA,NA,NA
Eudicotyledoneae,Fabales,Fabaceae,Acacieae,Acacia_dealbata,Acacia dealbata,NA,1,NA,NA,NA
Eudicotyledoneae,Fabales,Fabaceae,Aeschynomeneae,Stylosanthes_guianensis,Stylosanthes guianensis,1,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Caesalpinieae,Parkinsonia_florida,Parkinsonia florida,1,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Cassiinae,Chamaecrista_ramosa,Chamaecrista ramosa,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Cassiinae,Chamaecrista_cathartica,Chamaecrista cathartica,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Cassiinae,Chamaecrista_flexuosa,Chamaecrista flexuosa,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Cassiinae,Chamaecrista_conferta,Chamaecrista conferta,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Cassiinae,Chamaecrista_desvauxii,Chamaecrista desvauxii,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Cassiinae,Chamaecrista_ochnacea,Chamaecrista ochnacea,0,1,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Cercideae,Cercis_canadensis_texensis,Cercis canadensis texensis,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Dalbergieae,Pterocarpus_marsupium,Pterocarpus marsupium,NA,1,NA,NA,NA
Eudicotyledoneae,Fabales,Fabaceae,Detarieae,Hymenaea_sp,Hymenaea sp,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Diocleae,Camptosema_isopetalum,Camptosema isopetalum,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Galegeae,Astragalus_nuttallii,Astragalus nuttallii,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Galegeae,Astragalus_pulsiferae_suksdorfii,Astragalus pulsiferae suksdorfii,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Galegeae,Astragalus_pelecinus,Astragalus pelecinus,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Galegeae,Colutea_atlantica,Colutea atlantica,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Cytisus_balansae,Cytisus balansae,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Cytisus_grandiflorus,Cytisus grandiflorus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Cytisus_multiflorus,Cytisus multiflorus,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Genista_canariensis,Genista canariensis,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Genista_cinerea,Genista cinerea,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Genista_hirsuta,Genista hirsuta,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Genista_linifolia,Genista linifolia,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Genista_triacanthos,Genista triacanthos,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Genista_tridentata,Genista tridentata,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Retama_sphaerocarpa,Retama sphaerocarpa,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Retama_monosperma,Retama monosperma,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Spartium_junceum,Spartium junceum,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_borgiae,Ulex borgiae,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_europaeus,Ulex europaeus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_genistoides,Ulex genistoides,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Genisteae,Ulex_parviflorus,Ulex parviflorus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Hedysareae,Hedysarum_coronarium,Hedysarum coronarium,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Hedysareae,Onobrychis_humilis,Onobrychis humilis,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Acmispon_americanum,Acmispon americanum,1,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Acmispon_brachycarpus,Acmispon brachycarpus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Acmispon_glaber,Acmispon glaber,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Acmispon_junceus_biolettii,Acmispon junceus biolettii,1,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Anthyllis_hamosa,Anthyllis hamosa,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Anthyllis_vulneraria,Anthyllis vulneraria,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Coronilla_valentina,Coronilla valentina,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Dorycnium_hirsutum,Dorycnium hirsutum,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_corniculatus,Lotus corniculatus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_creticus,Lotus creticus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_pedunculatus,Lotus pedunculatus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Lotus_tetragonolobus,Lotus tetragonolobus,1,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Scorpiurus_muricatus,Scorpiurus muricatus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Loteae,Scorpiurus_vermiculatus,Scorpiurus vermiculatus,0,0,1,1,2
Eudicotyledoneae,Fabales,Fabaceae,Mimoseae,Mimosa_alleniana,Mimosa alleniana,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Mimoseae,Mimosa_debilis,Mimosa debilis,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Phaseoleae,Butea_monosperma,Butea monosperma,NA,1,NA,NA,NA
Eudicotyledoneae,Fabales,Fabaceae,Phaseoleae,Erythrina_crista-galli,Erythrina crista-galli,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Psoraleeae,Bituminaria_bituminosa,Bituminaria bituminosa,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Psoraleeae,Hoita_macrostachya,Hoita macrostachya,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Psoraleeae,Hoita_strobilina,Hoita strobilina,1,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Psoraleeae,Rupertia_physodes,Rupertia physodes,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Sophoreae,Erophaca_baetica,Erophaca baetica,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Melilotus_indicus,Melilotus indicus,0,0,1,1,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Medicago_marina,Medicago marina,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Medicago_sativa,Medicago sativa,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_mitissima,Ononis mitissima,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_natrix,Ononis natrix,0,0,1,1,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_pubescens,Ononis pubescens,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_spinosa,Ononis spinosa,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Ononis_viscosa,Ononis viscosa,1,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_albopurpureum,Trifolium albopurpureum,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_angustifolium,Trifolium angustifolium,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_campestre,Trifolium campestre,0,0,1,1,2
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_fragiferum,Trifolium fragiferum,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_fucatum,Trifolium fucatum,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_gracilentum,Trifolium gracilentum,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_repens,Trifolium repens,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_scabrum,Trifolium scabrum,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_stellatum,Trifolium stellatum,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_subterraneum,Trifolium subterraneum,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Trifolieae,Trifolium_willdenovii,Trifolium willdenovii,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_cicera,Lathyrus cicera,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_clymenum,Lathyrus clymenum,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_ochrus,Lathyrus ochrus,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_sphaericus,Lathyrus sphaericus,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lathyrus_tingitanus,Lathyrus tingitanus,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_albifrons_collinus,Lupinus albifrons collinus,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_angustifolius,Lupinus angustifolius,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_arboreus,Lupinus arboreus,1,0,1,0,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_bicolor,Lupinus bicolor,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_chamissonis,Lupinus chamissonis,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_coriaceus,Lupinus coriaceus,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_latifolius,Lupinus latifolius,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_lepidus,Lupinus lepidus,1,0,0,1,2
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_luteus,Lupinus luteus,0,0,1,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_microcarpus_densiflorus,Lupinus microcarpus densiflorus,1,0,1,1,3
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Lupinus_succulentus,Lupinus succulentus,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_benghalensis,Vicia benghalensis,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_cracca,Vicia cracca,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_faba,Vicia faba,0,0,0,0,0
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_hybrida,Vicia hybrida,0,0,0,1,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_lutea,Vicia lutea,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_sativa,Vicia sativa,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Vicia_villosa,Vicia villosa,1,0,0,0,1
Eudicotyledoneae,Fabales,Fabaceae,Vicieae,Pickeringia_montana,Pickeringia montana,1,0,0,0,1
Eudicotyledoneae,Fabales,Polygalaceae,,Polygala_celosioides,Polygala celosioides,1,0,0,1,2
Eudicotyledoneae,Fabales,Polygalaceae,,Polygala_apparicioi,Polygala apparicioi,1,0,0,0,1
Eudicotyledoneae,Fabales,Polygalaceae,,Polygala_subtilis,Polygala subtilis,0,0,0,1,1
Eudicotyledoneae,Fabales,Polygalaceae,,Polygala_cneorum,Polygala cneorum,0,0,1,0,1
Eudicotyledoneae,Fabales,Polygalaceae,,Polygala_glochidiata,Polygala glochidiata,0,0,1,0,1
Eudicotyledoneae,Fabales,Polygalaceae,,Rhinotropis_californica,Rhinotropis californica,1,0,0,0,1
Eudicotyledoneae,Fabales,Polygalaceae,,Rhinotropis_cornuta,Rhinotropis cornuta,1,0,0,1,2
Eudicotyledoneae,Garryales,Garryaceae,,Garrya_elliptica,Garrya elliptica,0,0,0,1,1
Eudicotyledoneae,Gentianales,Apocynaceae,,Allamanda_cathartica,Allamanda cathartica,NA,NA,1,NA,NA
Eudicotyledoneae,Gentianales,Apocynaceae,,Apocynum_cannabinum,Apocynum cannabinum,0,0,0,0,0
Eudicotyledoneae,Gentianales,Apocynaceae,,Asclepias_eriocarpa,Asclepias eriocarpa,1,0,0,0,1
Eudicotyledoneae,Gentianales,Apocynaceae,,Asclepias_fascicularis,Asclepias fascicularis,1,0,0,1,2
Eudicotyledoneae,Gentianales,Apocynaceae,,Asclepias_speciosa,Asclepias speciosa,1,0,0,1,2
Eudicotyledoneae,Gentianales,Apocynaceae,,Asclepias_vestita,Asclepias vestita,1,0,1,1,3
Eudicotyledoneae,Gentianales,Apocynaceae,,Carissa_macrocarpa,Carissa macrocarpa,0,0,0,0,0
Eudicotyledoneae,Gentianales,Apocynaceae,,Nerium_oleander,Nerium oleander,1,0,0,0,1
Eudicotyledoneae,Gentianales,Apocynaceae,,Mandevilla_tenuifolia,Mandevilla tenuifolia,1,0,0,0,1
Eudicotyledoneae,Gentianales,Apocynaceae,,Prestonia,Prestonia,0,0,1,1,2
Eudicotyledoneae,Gentianales,Apocynaceae,,Schubertia_grandiflora,Schubertia grandiflora,0,0,0,0,0
Eudicotyledoneae,Gentianales,Apocynaceae,,Temnadenia_violacea,Temnadenia violacea,1,0,0,1,2
Eudicotyledoneae,Gentianales,Apocynaceae,,Vinca_major,Vinca major,1,0,0,0,1
Eudicotyledoneae,Gentianales,Apocynaceae,,Vinca_difformis,Vinca difformis,1,0,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_pulchellum,Centaurium pulchellum,1,0,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_erythraea,Centaurium erythraea,1,0,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_grandiflorum,Centaurium grandiflorum,1,0,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_tenuiflorum,Centaurium tenuiflorum,1,0,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Centaurium_maritimum,Centaurium maritimum,0,1,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Blackstonia_perfoliata,Blackstonia perfoliata,0,0,1,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Irlbachia_pedunculata,Irlbachia pedunculata,1,0,1,0,2
Eudicotyledoneae,Gentianales,Gentianaceae,,Triodanis_perfoliata_biflora,Triodanis perfoliata biflora,1,0,0,0,1
Eudicotyledoneae,Gentianales,Gentianaceae,,Zeltnera_davyi,Zeltnera davyi,1,0,0,0,1
Eudicotyledoneae,Gentianales,Loganiaceae,,Spigelia_aceifolia,Spigelia aceifolia,1,0,0,0,1
Eudicotyledoneae,Gentianales,Rubiaceae,,Asperula_hirsuta,Asperula hirsuta,0,0,0,0,0
Eudicotyledoneae,Gentianales,Rubiaceae,,Cruciata_laevipes,Cruciata laevipes,0,NA,1,NA,NA
Eudicotyledoneae,Gentianales,Rubiaceae,,Declieuxia_fruticosa,Declieuxia fruticosa,1,0,0,0,1
Eudicotyledoneae,Gentianales,Rubiaceae,,Declieuxia_passerina,Declieuxia passerina,1,0,0,0,1
Eudicotyledoneae,Gentianales,Rubiaceae,,Galium_aparine,Galium aparine,0,NA,0,NA,NA
Eudicotyledoneae,Gentianales,Rubiaceae,,Galium_porrigens,Galium porrigens,0,0,1,1,2
Eudicotyledoneae,Gentianales,Rubiaceae,,Galianthe_peruviana,Galianthe peruviana,0,0,0,0,0
Eudicotyledoneae,Gentianales,Rubiaceae,,Galium_verum,Galium verum,0,NA,1,NA,NA
Eudicotyledoneae,Gentianales,Rubiaceae,,Mussaenda_hirsutissima,Mussaenda hirsutissima,NA,1,NA,NA,NA
Eudicotyledoneae,Gentianales,Rubiaceae,,Putoria_calabrica,Putoria calabrica,1,0,0,0,1
Eudicotyledoneae,Gentianales,Rubiaceae,,Sherardia_arvensis,Sherardia arvensis,1,0,0,0,1
Eudicotyledoneae,Gentianales,Rubiaceae,,Spermacoce_capitata,Spermacoce capitata,0,0,0,0,0
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_cicutarium,Erodium cicutarium,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_laciniatum,Erodium laciniatum,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_malacoides,Erodium malacoides,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Erodium_moschatum,Erodium moschatum,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Geranium_molle,Geranium molle,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Geranium_purpureum,Geranium purpureum,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Geranium_rotundifolium,Geranium rotundifolium,1,0,0,0,1
Eudicotyledoneae,Geraniales,Geraniaceae,,Pelargonium_zonale,Pelargonium zonale,1,NA,NA,NA,NA
Eudicotyledoneae,Lamiales,Acanthaceae,,Justicia_californica,Justicia californica,1,0,1,0,2
Eudicotyledoneae,Lamiales,Acanthaceae,,Thunbergia_alata,Thunbergia alata,NA,NA,1,NA,NA
Eudicotyledoneae,Lamiales,Acanthaceae,,Thunbergia_grandiflora,Thunbergia grandiflora,1,0,1,0,2
Eudicotyledoneae,Lamiales,Bignoniaceae,,Anemopaegma_chamberlaynii,Anemopaegma chamberlaynii,NA,NA,1,NA,NA
Eudicotyledoneae,Lamiales,Bignoniaceae,,Amphilophium_elongatum,Amphilophium elongatum,0,0,NA,0,0
Eudicotyledoneae,Lamiales,Bignoniaceae,,Campsis_radicans,Campsis radicans,1,0,1,0,2
Eudicotyledoneae,Lamiales,Bignoniaceae,,Catalpa_ bignonioides,Catalpa  bignonioides,1,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Bignoniaceae,,Chilopsis linearis,Chilopsis linearis,1,0,0,0,1
Eudicotyledoneae,Lamiales,Bignoniaceae,,Incarvillea_delavayi,Incarvillea delavayi,1,NA,0,NA,NA
Eudicotyledoneae,Lamiales,Bignoniaceae,,Jacaranda_paucifoliolata,Jacaranda paucifoliolata,1,0,0,0,1
Eudicotyledoneae,Lamiales,Bignoniaceae,,Pyrostegia_venusta,Pyrostegia venusta,0,0,1,0,1
Eudicotyledoneae,Lamiales,Bignoniaceae,,Handroanthus_chrysanthus,Handroanthus chrysanthus,NA,NA,1,NA,NA
Eudicotyledoneae,Lamiales,Gesneriaceae,,Achimenes_erecta,Achimenes erecta,1,0,1,NA,NA
Eudicotyledoneae,Lamiales,Gesneriaceae,,Achimenes_cettoana,Achimenes cettoana,1,0,0,NA,NA
Eudicotyledoneae,Lamiales,Gesneriaceae,,Codonoboea_malayana,Codonoboea malayana,NA,1,NA,NA,NA
Eudicotyledoneae,Lamiales,Gesneriaceae,,Microchirita_micromusa,Microchirita micromusa,NA,1,NA,NA,NA
Eudicotyledoneae,Lamiales,Gesneriaceae,,Kohleria_hirsuta,Kohleria hirsuta,1,NA,NA,NA,NA
